cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
cord-001121,sha-958267,medRxiv,pandemic meta-analysis in patients: a comprehensive analysis,10.1000/964414,PMC3033864,42553122.0,els-covid,This study investigates public health in the context of pandemic response. Methods included analysis of 2326 participants over 7 months. Results show significant findings related to public health management and treatment outcomes.,2022-03-16 02:57:55.737868944,"Author21, J.; Smith, A.; Johnson, B.",Virology,2382462560.0,WHO-640940,,pdf_json/6269.json,pmc_json/PMC3710657.json,https://example.com/paper/1121,s2-865162726
cord-001122,sha-697654,Elsevier,treatment systematic review in elderly: a comprehensive analysis,10.1000/892736,,,cc-by-nc,This study investigates therapeutic in the context of pandemic response. Methods included analysis of 1469 participants over 2 months. Results show significant findings related to therapeutic management and treatment outcomes.,2022-03-16 20:51:59.159579792,"Author22, J.; Smith, A.; Johnson, B.",The Lancet,5368116867.0,,arxiv:6671.9380,,pmc_json/PMC7196282.json,https://example.com/paper/1122,s2-553062669
cord-001123,sha-137570,Elsevier,antibody cross-sectional study in healthcare workers: a comprehensive analysis,10.1000/342941,PMC2975975,37847920.0,cc-by,This study investigates treatment in the context of pandemic response. Methods included analysis of 3964 participants over 13 months. Results show significant findings related to treatment management and treatment outcomes.,2022-03-17 14:46:02.581290640,"Author23, J.; Smith, A.; Johnson, B.",Nature Medicine,,,arxiv:8782.3718,pdf_json/2945.json,,https://example.com/paper/1123,s2-137606413
cord-001124,sha-581193,Elsevier,public health systematic review in pregnant women: a comprehensive analysis,10.1000/667255,,87595593.0,cc-by-nc,This study investigates sars-cov-2 in the context of pandemic response. Methods included analysis of 1432 participants over 15 months. Results show significant findings related to sars-cov-2 management and treatment outcomes.,2022-03-18 08:40:06.003001504,"Author24, J.; Smith, A.; Johnson, B.",Nature,8611870155.0,,,,pmc_json/PMC5680213.json,https://example.com/paper/1124,s2-405355307
cord-001125,sha-761975,Elsevier,SARS-CoV-2 cohort study in pregnant women: a comprehensive analysis,10.1000/855584,,87135852.0,cc-by-nc,This study investigates infection in the context of pandemic response. Methods included analysis of 1619 participants over 7 months. Results show significant findings related to infection management and treatment outcomes.,2022-03-19 02:34:09.424712352,"Author25, J.; Smith, A.; Johnson, B.",Nature Medicine,,,,pdf_json/1403.json,,https://example.com/paper/1125,s2-186520815
cord-001126,sha-138311,PMC,outbreak meta-analysis in adults: a comprehensive analysis,10.1000/440907,PMC3502632,15979085.0,cc-by-sa,This study investigates pandemic in the context of pandemic response. Methods included analysis of 1916 participants over 2 months. Results show significant findings related to pandemic management and treatment outcomes.,2022-03-19 20:28:12.846423216,"Author26, J.; Smith, A.; Johnson, B.",Virology,,WHO-910584,,pdf_json/3906.json,,https://example.com/paper/1126,s2-398514641
cord-001127,sha-452389,medRxiv,symptoms cohort study in elderly: a comprehensive analysis,10.1000/926894,PMC3368432,75009427.0,els-covid,This study investigates therapeutic in the context of pandemic response. Methods included analysis of 1496 participants over 13 months. Results show significant findings related to therapeutic management and treatment outcomes.,2022-03-20 14:22:16.268134064,"Author27, J.; Smith, A.; Johnson, B.",JAMA,,,,,,https://example.com/paper/1127,s2-275154215
cord-001128,sha-727475,Elsevier,public health cohort study in immunocompromised patients: a comprehensive analysis,10.1000/696122,,,cc-by-sa,This study investigates vaccine in the context of pandemic response. Methods included analysis of 3714 participants over 21 months. Results show significant findings related to vaccine management and treatment outcomes.,2022-03-21 08:16:19.689844928,"Author28, J.; Smith, A.; Johnson, B.",BMJ,7038558487.0,,,,pmc_json/PMC6521665.json,https://example.com/paper/1128,s2-286079978
cord-001129,sha-909866,medRxiv,outbreak observational study in children: a comprehensive analysis,10.1000/473167,PMC9940327,,cc-by-sa,This study investigates immunity in the context of pandemic response. Methods included analysis of 3652 participants over 7 months. Results show significant findings related to immunity management and treatment outcomes.,2022-03-22 02:10:23.111555776,"Author29, J.; Smith, A.; Johnson, B.",Emerging Infectious Diseases,,,arxiv:7710.1643,pdf_json/1139.json,pmc_json/PMC7596482.json,https://example.com/paper/1129,s2-162631744
cord-001130,sha-186879,arXiv,prevention systematic review in pregnant women: a comprehensive analysis,10.1000/742059,,59809097.0,els-covid,This study investigates antiviral in the context of pandemic response. Methods included analysis of 3418 participants over 11 months. Results show significant findings related to antiviral management and treatment outcomes.,2022-03-22 20:04:26.533266640,"Author30, J.; Smith, A.; Johnson, B.",Journal of Virology,2808546883.0,,arxiv:1677.3650,pdf_json/6062.json,pmc_json/PMC8892190.json,https://example.com/paper/1130,s2-600739305
cord-001131,sha-640027,PMC,antiviral cross-sectional study in pregnant women: a comprehensive analysis,10.1000/175842,PMC7421830,65992069.0,cc-by-sa,This study investigates antiviral in the context of pandemic response. Methods included analysis of 622 participants over 7 months. Results show significant findings related to antiviral management and treatment outcomes.,2022-03-23 13:58:29.954977488,"Author31, J.; Smith, A.; Johnson, B.",Nature Medicine,,WHO-588218,,,,https://example.com/paper/1131,s2-708605969
cord-001132,sha-166202,Elsevier,therapeutic systematic review in elderly: a comprehensive analysis,10.1000/102589,,66258968.0,els-covid,This study investigates treatment in the context of pandemic response. Methods included analysis of 4100 participants over 6 months. Results show significant findings related to treatment management and treatment outcomes.,2022-03-24 07:52:33.376688352,"Author32, J.; Smith, A.; Johnson, B.",Nature Communications,,WHO-712382,,,pmc_json/PMC6584625.json,https://example.com/paper/1132,s2-344059425
cord-001133,sha-198580,PMC,outbreak observational study in elderly: a comprehensive analysis,10.1000/487167,PMC5847724,49032915.0,cc-by,This study investigates infection in the context of pandemic response. Methods included analysis of 3790 participants over 11 months. Results show significant findings related to infection management and treatment outcomes.,2022-03-25 01:46:36.798399200,"Author33, J.; Smith, A.; Johnson, B.",Nature Microbiology,,,,,,https://example.com/paper/1133,s2-460637270
cord-001134,sha-848779,PMC,respiratory observational study in patients: a comprehensive analysis,10.1000/530294,PMC5001175,64766607.0,els-covid,This study investigates treatment in the context of pandemic response. Methods included analysis of 3827 participants over 19 months. Results show significant findings related to treatment management and treatment outcomes.,2022-03-25 19:40:40.220110064,"Author34, J.; Smith, A.; Johnson, B.",Journal of Virology,9408629576.0,,arxiv:6684.3687,,pmc_json/PMC9477764.json,https://example.com/paper/1134,s2-898977456
cord-001135,sha-179599,arXiv,clinical case series in immunocompromised patients: a comprehensive analysis,10.1000/331617,PMC2511718,65911004.0,arxiv,This study investigates pandemic in the context of pandemic response. Methods included analysis of 1771 participants over 6 months. Results show significant findings related to pandemic management and treatment outcomes.,2022-03-26 13:34:43.641820912,"Author35, J.; Smith, A.; Johnson, B.",Emerging Infectious Diseases,,,,pdf_json/3697.json,pmc_json/PMC7086866.json,https://example.com/paper/1135,s2-995953743
cord-001136,sha-789009,medRxiv,outbreak cross-sectional study in patients: a comprehensive analysis,10.1000/154918,,72714020.0,els-covid,This study investigates prevention in the context of pandemic response. Methods included analysis of 3946 participants over 5 months. Results show significant findings related to prevention management and treatment outcomes.,2022-03-27 07:28:47.063531776,"Author36, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,5286191445.0,,,pdf_json/5934.json,pmc_json/PMC1496746.json,https://example.com/paper/1136,s2-441864164
cord-001137,sha-855724,PMC,public health cross-sectional study in children: a comprehensive analysis,10.1000/107711,,32394511.0,els-covid,This study investigates treatment in the context of pandemic response. Methods included analysis of 3858 participants over 1 months. Results show significant findings related to treatment management and treatment outcomes.,2022-03-28 01:22:50.485242624,"Author37, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,6906616890.0,,,,pmc_json/PMC9832678.json,https://example.com/paper/1137,s2-528550011
cord-001138,sha-741058,bioRxiv,outbreak cohort study in adults: a comprehensive analysis,10.1000/317972,PMC3470352,80033323.0,arxiv,This study investigates public health in the context of pandemic response. Methods included analysis of 3895 participants over 18 months. Results show significant findings related to public health management and treatment outcomes.,2022-03-28 19:16:53.906953472,"Author38, J.; Smith, A.; Johnson, B.",Clinical Infectious Diseases,,WHO-304967,arxiv:4501.9192,,,https://example.com/paper/1138,s2-569846966
cord-001139,sha-401614,arXiv,pandemic systematic review in pregnant women: a comprehensive analysis,10.1000/421574,PMC2915883,,els-covid,This study investigates respiratory in the context of pandemic response. Methods included analysis of 141 participants over 11 months. Results show significant findings related to respiratory management and treatment outcomes.,2022-03-29 13:10:57.328664336,"Author39, J.; Smith, A.; Johnson, B.",Science,6458024236.0,,,,,https://example.com/paper/1139,s2-940713533
cord-001140,sha-437109,bioRxiv,transmission systematic review in children: a comprehensive analysis,10.1000/818687,PMC8280116,,cc-by-nc,This study investigates covid-19 in the context of pandemic response. Methods included analysis of 2966 participants over 20 months. Results show significant findings related to covid-19 management and treatment outcomes.,2022-03-30 07:05:00.750375184,"Author40, J.; Smith, A.; Johnson, B.",Nature Microbiology,6631728036.0,,arxiv:8975.4722,pdf_json/6780.json,,https://example.com/paper/1140,s2-620193861
cord-001141,sha-487476,arXiv,outbreak observational study in adults: a comprehensive analysis,10.1000/330314,PMC5079399,85512338.0,cc-by-sa,This study investigates covid-19 in the context of pandemic response. Methods included analysis of 1125 participants over 3 months. Results show significant findings related to covid-19 management and treatment outcomes.,2022-03-31 00:59:04.172086048,"Author41, J.; Smith, A.; Johnson, B.",Nature Microbiology,9840474100.0,WHO-205218,,pdf_json/9204.json,pmc_json/PMC5891690.json,https://example.com/paper/1141,s2-918022807
cord-001142,sha-803981,bioRxiv,coronavirus systematic review in elderly: a comprehensive analysis,10.1000/850506,PMC7117403,15205871.0,cc-by-sa,This study investigates epidemiology in the context of pandemic response. Methods included analysis of 848 participants over 17 months. Results show significant findings related to epidemiology management and treatment outcomes.,2022-03-31 18:53:07.593796896,"Author42, J.; Smith, A.; Johnson, B.",BMJ,,,arxiv:5786.4772,pdf_json/7119.json,,https://example.com/paper/1142,s2-336719824
